param n:= 74 ;
param r:= 2 ;

param Tmax:= 1000 ;

param cant_clases:= 10 ;

param b:=
3	61.01	176.82	67.07	0.0	54.79	61.74	125.53	108.43	21.15	87.71	110.3	93.28	116.81	78.8	66.55	22.99	5.12	116.61	87.01	87.93	88.07	66.27	17.69	143.51	102.37	43.55	132.34	89.41	66.88	52.83	79.28	89.39	34.14	135.92	20.67	63.26	73.79	91.43	68.14	65.57	53.1	121.9	88.11	109.14	21.54	20.13	58.27	132.31	69.43	99.16	130.71	105.12	58.82	51.42	13.02	63.82	7.82	124.53	98.37	93.62	85.91	92.34	29.78	81.19	140.73	116.11	73.5	59.31	115.08	37.01	78.58	80.66	44.87	61.01
4	22.31	122.16	76.98	54.79	0.0	49.34	84.81	54.11	33.98	48.12	89.43	54.42	62.19	26.43	32.69	54.05	59.74	62.65	75.26	46.93	72.8	19.06	43.13	88.77	75.56	37.31	77.64	63.36	32.02	10.61	41.23	69.89	49.35	109.75	37.84	69.42	60.45	38.6	83.97	84.58	19.57	69.74	46.27	54.53	38.85	45.65	26.92	78.01	26.75	44.56	84.87	51.14	11.47	27.2	45.92	12.25	50.38	95.98	48.67	40.22	55.68	37.56	37.84	56.84	86.51	96.44	33.3	34.76	60.33	22.06	47.88	79.2	37.57	22.31
5	71.29	141.51	115.44	61.74	49.34	0.0	132.38	88.77	53.51	97.14	138.22	103.38	86.63	50.7	81.61	42.39	64.04	82.32	121.75	95.74	120.09	68.1	64.53	111.8	40.92	77.02	106.36	112.32	24.3	38.73	90.53	118.0	81.0	159.08	60.83	108.95	106.55	80.25	120.06	119.05	66.64	80.89	94.93	87.1	63.11	41.67	23.48	97.57	76.03	79.06	78.25	73.07	40.15	22.3	63.43	60.59	63.81	62.92	93.12	62.35	104.9	71.28	68.93	20.53	104.62	145.16	82.6	81.68	86.89	57.85	96.99	122.57	17.99	71.29
6	66.83	105.39	91.24	125.53	84.81	132.38	0.0	57.97	106.69	38.34	45.24	32.39	75.43	85.77	59.25	134.7	130.44	83.27	61.14	38.73	55.97	65.95	108.07	81.89	145.91	82.98	67.49	42.18	110.09	94.81	46.68	49.87	97.34	42.08	104.94	85.99	62.41	54.55	100.14	104.25	74.39	96.91	39.03	61.92	104.0	125.71	108.89	85.55	59.32	62.74	125.61	80.47	92.33	111.28	112.7	72.65	118.19	160.42	40.85	82.61	41.37	67.92	96.17	133.41	90.52	48.8	53.6	66.32	71.84	90.55	47.51	76.38	122.38	66.83
7	52.59	71.43	108.82	108.43	54.11	88.77	57.97	0.0	87.31	45.59	89.54	47.6	18.8	38.13	54.75	107.38	113.47	25.91	90.35	43.13	85.47	44.31	94.7	38.39	91.64	78.44	24.58	68.83	64.47	59.65	48.15	79.45	94.35	97.69	89.74	101.25	81.04	18.74	117.77	120.22	59.0	39.57	41.62	4.03	90.13	99.38	67.15	33.39	45.57	10.02	67.8	22.83	54.44	72.38	98.27	44.78	103.25	103.76	23.3	28.21	60.81	17.89	86.08	83.34	41.04	95.74	46.47	64.22	15.05	72.51	58.5	101.91	85.32	52.59
8	40.72	156.14	62.9	21.15	33.98	53.51	106.69	87.31	0.0	68.44	96.69	74.3	96.16	59.0	47.46	29.58	26.23	96.38	75.5	68.38	75.42	45.32	11.62	122.73	91.62	28.8	111.31	73.5	51.41	33.58	60.03	75.43	27.78	121.22	7.32	57.08	60.9	70.29	66.79	65.59	32.82	102.49	68.42	88.09	9.6	21.02	42.81	111.9	49.04	78.11	113.78	84.86	39.42	36.95	12.61	42.68	16.47	113.76	77.55	73.58	68.72	71.41	16.71	70.3	120.37	103.03	53.64	41.63	94.3	16.41	60.92	72.61	35.55	40.72
9	28.58	113.22	66.07	87.71	48.12	97.14	38.34	45.59	68.44	0.0	47.14	6.32	63.86	56.17	21.16	96.37	92.7	69.76	44.76	2.51	39.89	29.09	70.5	82.19	116.91	46.45	66.93	23.52	76.78	58.59	8.44	33.97	61.97	62.97	67.04	59.05	36.63	30.55	75.3	78.44	36.06	82.63	4.04	49.15	66.26	87.38	73.96	78.98	21.57	43.7	108.19	62.12	57.18	75.25	75.05	36.56	80.57	134.38	22.66	58.89	15.23	44.58	58.88	101.39	86.46	53.99	15.41	29.34	60.22	52.23	14.29	56.87	85.44	28.58
10	67.14	148.67	56.13	110.3	89.43	138.22	45.24	89.54	96.69	47.14	0.0	42.91	108.34	102.72	56.75	126.21	114.39	115.08	25.06	49.51	22.49	72.2	93.09	121.76	162.71	68.04	106.43	26.13	120.74	99.92	50.32	21.26	76.74	26.35	92.07	53.83	36.51	77.22	63.54	68.17	71.68	128.43	50.95	93.46	90.3	117.7	116.35	121.89	64.02	89.78	154.94	108.56	100.16	115.94	97.59	79.93	102.49	180.99	66.56	106.01	34.37	91.53	81.48	145.73	128.41	7.04	57.67	57.19	104.59	83.73	41.67	38.45	123.68	67.14
11	34.78	113.0	67.61	93.28	54.42	103.38	32.39	47.6	74.3	6.32	42.91	0.0	66.24	61.57	26.86	102.46	98.22	72.59	43.72	7.72	38.56	35.38	75.92	82.87	122.49	51.33	67.46	21.54	82.8	64.86	14.34	32.25	66.46	57.2	72.64	60.95	37.69	34.32	76.87	80.28	42.15	85.76	8.81	51.37	71.77	93.47	80.15	80.76	27.89	46.95	112.04	65.68	63.36	81.53	80.51	42.79	86.02	139.6	24.3	63.34	14.63	48.7	64.15	107.31	87.93	49.57	21.68	34.35	62.54	58.2	16.99	56.9	91.76	34.78
12	66.42	60.01	125.17	116.81	62.19	86.63	75.43	18.8	96.16	63.86	108.34	66.24	0.0	39.46	70.48	112.15	121.66	8.1	108.47	61.36	103.71	57.4	104.96	26.89	81.2	92.05	20.04	87.28	62.97	64.87	65.56	97.82	107.36	115.99	99.76	117.47	98.4	34.67	133.9	136.04	71.7	21.51	59.84	14.9	100.52	104.97	67.88	16.5	60.58	21.44	50.43	13.57	59.01	74.21	108.02	55.65	112.57	90.24	41.97	24.99	79.08	25.57	97.8	77.03	24.96	114.54	62.73	79.46	3.75	82.99	76.15	119.45	87.06	66.42
13	41.1	98.9	101.01	78.8	26.43	50.7	85.77	38.13	59.0	56.17	102.72	61.57	39.46	0.0	49.75	72.7	83.46	38.02	93.74	54.06	90.24	32.72	69.05	66.29	61.01	62.56	57.76	77.19	26.46	26.03	52.49	85.92	75.61	118.69	63.74	93.25	80.16	31.36	108.63	109.68	42.61	43.56	52.8	36.75	64.94	65.68	29.26	53.92	40.08	28.36	59.33	26.69	20.03	35.07	71.42	26.42	75.43	78.29	45.0	14.94	68.55	20.6	64.27	47.77	62.2	109.7	45.7	55.65	38.63	48.48	62.2	100.54	48.05	41.1
14	10.39	125.87	54.75	66.55	32.69	81.61	59.25	54.75	47.46	21.16	56.75	26.86	70.48	49.75	0.0	75.91	71.54	74.52	44.11	21.48	40.95	17.05	49.39	93.13	107.12	26.23	78.78	30.72	64.29	43.17	12.73	37.43	42.31	77.88	45.88	47.01	30.48	36.21	63.43	65.63	16.04	85.69	21.83	57.36	45.12	66.93	59.61	86.8	10.3	49.04	107.59	64.62	43.6	59.32	53.92	24.18	59.43	126.55	36.23	57.69	23.47	46.36	37.91	89.27	95.01	63.75	8.63	9.73	67.29	31.48	15.43	51.22	67.89	10.39
15	67.89	171.42	88.25	22.99	54.05	42.39	134.7	107.38	29.58	96.37	126.21	102.46	112.15	72.7	75.91	0.0	23.4	110.38	104.54	96.0	104.74	70.34	34.87	138.99	83.22	58.2	129.75	103.02	54.12	47.84	88.12	104.96	53.56	150.79	34.47	83.59	90.21	92.64	90.23	87.97	60.32	113.2	95.83	107.24	36.49	8.99	46.42	126.36	75.72	97.5	117.29	99.29	53.41	39.32	31.26	65.54	28.5	105.01	102.18	87.49	97.97	89.92	45.17	62.79	134.42	132.5	81.12	70.94	111.11	44.47	90.06	100.27	28.53	67.89
16	66.11	181.67	69.63	5.12	59.74	64.04	130.44	113.47	26.23	92.7	114.39	98.22	121.66	83.46	71.54	23.4	0.0	121.35	90.81	92.95	92.06	71.39	22.43	148.4	104.88	48.18	137.33	93.94	70.64	57.45	84.27	93.6	37.85	140.15	25.7	66.27	77.9	96.53	70.09	67.25	58.21	126.4	93.15	114.15	26.46	22.49	62.11	137.09	74.53	104.17	134.58	109.87	63.45	55.14	17.77	68.9	12.32	126.95	103.5	98.32	90.63	97.3	34.48	83.86	145.48	120.09	78.57	64.17	119.97	42.13	83.38	83.86	47.73	66.11
17	69.5	61.04	129.24	116.61	62.65	82.32	83.27	25.91	96.38	69.76	115.08	72.59	8.1	38.02	74.52	110.38	121.35	0.0	114.04	67.26	109.42	60.31	105.76	29.52	74.12	94.67	26.45	93.28	59.32	64.0	70.74	103.69	109.54	123.54	100.48	121.48	103.32	39.71	137.8	139.71	74.11	13.69	65.72	21.89	101.42	103.61	65.03	15.98	64.38	26.24	42.42	11.52	58.02	71.69	108.53	57.56	112.85	82.4	48.52	23.08	84.9	28.33	99.38	71.3	24.18	121.4	67.2	83.12	11.46	84.14	81.43	124.45	84.29	69.5
18	53.74	156.56	31.75	87.01	75.26	121.75	61.14	90.35	75.5	44.76	25.06	43.72	108.47	93.74	44.11	104.54	90.81	114.04	0.0	47.22	5.38	61.14	70.35	126.56	150.7	46.83	111.17	22.34	107.28	85.08	43.5	11.92	52.97	51.38	70.07	28.8	15.2	74.36	39.93	44.37	55.92	126.48	48.73	93.87	68.1	96.42	101.58	123.74	53.7	87.8	150.48	105.56	86.64	99.88	74.67	68.22	79.25	170.52	67.34	100.38	29.59	87.36	59.37	132.01	131.2	29.7	48.61	40.58	104.88	64.65	32.79	15.28	105.79	53.74
19	28.11	111.03	68.1	87.93	46.93	95.74	38.73	43.13	68.38	2.51	49.51	7.72	61.36	54.06	21.48	96.0	92.95	67.26	47.22	0.0	42.37	27.86	70.86	79.86	114.9	47.23	64.63	26.02	75.08	57.31	8.9	36.47	62.94	64.85	67.25	61.0	38.83	28.06	77.31	80.38	35.77	80.12	1.53	46.67	66.56	87.02	72.48	76.51	20.68	41.19	105.73	59.63	55.69	73.97	75.37	35.17	80.88	132.21	20.28	56.5	17.72	42.13	59.37	99.6	84.03	56.32	14.89	30.13	57.73	52.08	16.31	59.2	84.38	28.11
20	50.9	151.29	36.15	88.07	72.8	120.09	55.97	85.47	75.42	39.89	22.49	38.56	103.71	90.24	40.95	104.74	92.06	109.42	5.38	42.37	0.0	57.84	71.04	121.43	147.96	46.62	106.03	17.08	104.79	82.85	39.17	6.55	54.32	48.74	70.36	32.41	14.53	69.81	44.62	48.96	53.75	121.99	43.89	89.04	68.49	96.43	99.4	118.84	50.16	83.21	146.37	101.15	84.08	98.04	75.48	65.12	80.26	167.49	62.37	96.33	24.66	83.04	59.68	129.64	126.24	28.04	44.75	38.47	100.09	63.65	28.56	20.43	104.53	50.9
21	9.24	115.49	69.79	66.27	19.06	68.1	65.95	44.31	45.32	29.09	72.2	35.38	57.4	32.72	17.05	70.34	71.39	60.31	61.14	27.86	57.84	0.0	51.11	82.09	90.68	34.66	68.89	46.12	48.66	29.49	22.59	53.93	50.23	91.27	46.44	61.98	47.44	25.95	77.99	79.63	14.7	70.46	27.22	46.03	46.52	61.5	45.09	73.9	8.21	36.57	91.03	49.67	28.4	46.16	55.03	7.76	60.28	109.73	32.29	41.55	37.91	32.06	41.84	73.6	82.34	79.24	14.74	23.55	54.63	29.32	30.63	67.95	56.56	9.24
22	44.79	164.69	53.82	17.69	43.13	64.53	108.07	94.7	11.62	70.5	93.09	75.92	104.96	69.05	49.39	34.87	22.43	105.76	70.35	70.86	71.04	51.11	0.0	131.18	103.13	25.87	119.07	71.75	62.97	44.34	62.1	72.03	18.74	118.49	5.32	48.79	56.63	76.91	56.77	55.17	37.06	112.6	71.14	95.86	4.59	27.83	54.4	121.0	53.21	85.95	124.94	94.26	49.98	48.57	4.68	50.0	10.12	125.3	82.58	83.3	68.23	79.73	12.09	81.79	129.52	99.05	56.74	41.77	102.85	22.2	60.95	65.42	46.55	44.79
23	90.7	33.52	146.93	143.51	88.77	111.8	81.89	38.39	122.73	82.19	121.76	82.87	26.89	66.29	93.13	138.99	148.4	29.52	126.56	79.86	121.43	82.09	131.18	0.0	100.17	116.57	15.44	104.4	88.81	91.76	85.91	115.11	132.32	123.97	126.04	139.43	118.53	57.09	155.95	158.5	96.72	34.12	78.43	36.11	126.69	131.85	94.28	14.78	83.92	45.59	58.45	39.84	85.9	100.79	134.4	81.38	139.07	104.44	59.59	51.6	97.07	51.45	123.43	99.98	11.74	127.17	84.8	102.61	28.44	109.06	95.88	139.06	113.53	90.7
24	97.06	123.39	150.37	102.37	75.56	40.92	145.91	91.64	91.62	116.91	162.71	122.49	81.2	61.01	107.12	83.22	104.88	74.12	150.7	114.9	147.96	90.68	103.13	100.17	0.0	110.45	100.56	136.73	43.75	66.43	112.45	144.5	117.77	179.66	98.8	143.23	135.99	91.47	156.14	155.78	95.11	66.06	113.69	88.51	100.94	82.43	50.82	85.51	98.79	84.17	49.54	69.81	64.11	55.13	102.74	83.08	103.8	22.23	105.12	63.94	128.34	78.11	105.26	21.38	90.03	169.74	105.05	110.31	83.18	91.59	121.29	154.53	57.64	97.06
25	25.88	149.85	40.06	43.55	37.31	77.02	82.98	78.44	28.8	46.45	68.04	51.33	92.05	62.56	26.23	58.2	48.18	94.67	46.83	47.23	46.62	34.66	25.87	116.57	110.45	0.0	102.95	45.9	66.93	44.41	38.32	46.8	16.2	92.99	24.11	32.79	32.11	59.73	46.68	47.29	20.61	104.04	47.78	80.46	22.5	49.81	59.66	108.54	33.2	71.18	121.78	83.72	48.1	56.3	30.54	37.41	35.87	131.76	62.09	74.44	42.51	66.61	13.81	90.14	117.0	74.3	34.62	17.11	89.28	19.24	35.52	45.59	60.08	25.88
26	77.13	47.1	132.05	132.34	77.64	106.36	67.49	24.58	111.31	66.93	106.43	67.46	20.04	57.76	78.78	129.75	137.33	26.45	111.17	64.63	106.03	68.89	119.07	15.44	100.56	102.95	0.0	88.99	82.46	81.96	70.96	99.69	118.91	109.49	114.04	124.63	103.39	43.23	141.13	143.81	83.58	36.63	63.22	23.23	114.51	122.13	86.82	19.49	69.94	33.2	64.7	33.39	76.35	92.83	122.54	69.07	127.42	108.0	44.42	44.16	81.72	40.14	110.64	97.07	23.07	111.94	70.31	88.37	19.49	96.87	80.75	123.8	105.8	77.13
27	41.09	134.23	49.43	89.41	63.36	112.32	42.18	68.83	73.5	23.52	26.13	21.54	87.28	77.19	30.72	103.02	93.94	93.28	22.34	26.02	17.08	46.12	71.75	104.4	136.73	45.9	88.99	0.0	94.61	73.88	24.73	10.71	57.87	47.99	69.82	43.86	20.24	53.98	58.52	62.43	46.05	106.13	27.56	72.49	68.35	94.24	90.27	102.13	37.96	67.21	131.38	85.54	74.04	90.03	76.41	53.83	81.67	155.32	45.59	81.67	8.73	67.76	59.71	119.6	109.4	33.16	31.71	32.36	83.61	59.28	15.55	36.35	98.22	41.09
28	54.02	119.68	106.96	66.88	32.02	24.3	110.09	64.47	51.41	76.78	120.74	82.8	62.97	26.46	64.29	54.12	70.64	59.32	107.28	75.08	104.79	48.66	62.97	88.81	43.75	66.93	82.46	94.61	0.0	22.68	71.14	101.69	75.49	139.64	58.09	99.7	92.44	56.75	113.1	113.04	51.48	59.87	74.08	62.81	60.0	49.33	8.68	75.0	56.86	54.8	63.95	49.41	20.72	15.5	63.65	40.9	66.05	64.83	70.0	38.31	86.54	47.05	62.97	24.99	82.52	127.77	63.38	66.75	62.98	48.41	79.07	110.78	26.0	54.02
29	32.79	124.7	84.47	52.83	10.61	38.73	94.81	59.65	33.58	58.59	99.92	64.86	64.87	26.03	43.17	47.84	57.45	64.0	85.08	57.31	82.85	29.49	44.34	91.76	66.43	44.41	81.96	73.88	22.68	0.0	51.82	80.17	54.17	120.36	39.08	77.13	70.09	46.14	90.86	91.03	29.16	69.13	56.59	59.41	40.61	40.2	16.56	79.85	37.32	49.72	80.76	52.58	6.0	16.67	46.17	22.22	49.82	87.43	57.44	40.93	66.27	42.09	41.87	46.97	88.17	106.91	43.88	44.5	63.57	26.49	58.44	88.13	27.8	32.79
30	20.57	117.8	61.11	79.28	41.23	90.53	46.68	48.15	60.03	8.44	50.32	14.34	65.56	52.49	12.73	88.12	84.27	70.74	43.5	8.9	39.17	22.59	62.1	85.91	112.45	38.32	70.96	24.73	71.14	51.82	0.0	34.05	54.07	68.68	58.61	53.75	32.91	31.04	70.22	73.03	27.81	83.01	9.53	51.35	57.84	79.13	67.66	81.33	14.51	44.51	107.24	62.06	50.99	68.42	66.64	30.32	72.15	130.7	26.75	57.27	16.07	43.88	50.53	96.01	89.17	57.34	7.93	21.23	62.08	43.87	10.72	53.9	78.12	20.57
31	47.68	144.81	41.61	89.39	69.89	118.0	49.87	79.45	75.43	33.97	21.26	32.25	97.82	85.92	37.43	104.96	93.6	103.69	11.92	36.47	6.55	53.93	72.03	115.11	144.5	46.8	99.69	10.71	101.69	80.17	34.05	0.0	56.25	46.55	70.87	37.13	15.91	64.21	50.35	54.56	51.36	116.42	38.0	83.08	69.14	96.44	96.71	112.78	46.01	77.54	141.24	95.69	80.98	95.79	76.58	61.43	81.57	163.64	56.25	91.32	18.79	77.72	60.32	126.64	120.09	27.75	40.22	36.43	94.17	62.64	23.75	26.73	102.97	47.68
32	41.79	165.69	35.28	34.14	49.35	81.0	97.34	94.35	27.78	61.97	76.74	66.46	107.36	75.61	42.31	53.56	37.85	109.54	52.97	62.94	54.32	50.23	18.74	132.32	117.77	16.2	118.91	57.87	75.49	54.17	54.07	56.25	0.0	102.72	20.65	30.06	40.39	75.7	39.07	38.15	35.69	118.21	63.59	96.24	18.33	46.52	67.4	123.82	49.35	86.79	134.12	98.36	58.9	62.64	22.43	51.98	26.48	139.67	78.29	88.48	56.12	81.81	12.54	96.72	132.32	82.3	50.78	32.9	104.74	27.78	49.97	46.85	63.14	41.79
33	87.99	146.48	81.95	135.92	109.75	159.08	42.08	97.69	121.22	62.97	26.35	57.2	115.99	118.69	77.88	150.79	140.15	123.54	51.38	64.85	48.74	91.27	118.49	123.97	179.66	92.99	109.49	47.99	139.64	120.36	68.68	46.55	102.72	0.0	117.1	80.07	62.34	89.67	88.83	93.53	93.69	137.23	66.01	101.72	115.45	142.09	136.34	127.21	83.17	100.51	165.35	119.16	119.67	136.86	123.07	98.98	128.1	196.36	76.91	119.05	54.42	104.09	106.67	164.35	132.47	22.55	76.58	80.35	112.3	107.27	62.48	64.07	145.77	87.99
34	40.55	159.54	55.89	20.67	37.84	60.83	104.94	89.74	7.32	67.04	92.07	72.64	99.76	63.74	45.88	34.47	25.7	100.48	70.07	67.25	70.36	46.44	5.32	126.04	98.8	24.11	114.04	69.82	58.09	39.08	58.61	70.87	20.65	117.1	0.0	50.31	55.85	72.1	59.56	58.3	32.71	107.29	67.45	90.82	2.32	26.58	49.57	115.76	48.99	80.89	119.75	88.98	44.69	43.96	8.59	44.98	13.91	120.92	78.19	77.99	65.75	74.58	10.7	77.52	124.27	98.23	52.87	38.88	97.68	17.25	58.23	66.28	42.86	40.55
35	52.82	171.54	7.81	63.26	69.42	108.95	85.99	101.25	57.08	59.05	53.83	60.95	117.47	93.25	47.01	83.59	66.27	121.48	28.8	61.0	32.41	61.98	48.79	139.43	143.23	32.79	124.63	43.86	99.7	77.13	53.75	37.13	30.06	80.07	50.31	0.0	23.81	83.02	16.52	19.39	50.75	132.31	62.22	104.1	48.03	76.55	92.43	133.75	57.1	96.03	152.49	111.33	80.54	88.86	52.36	66.98	55.94	164.53	80.49	103.51	46.85	93.22	40.51	122.84	141.89	57.98	54.86	38.5	114.24	51.79	44.75	17.82	91.48	52.82
36	39.45	149.85	30.0	73.79	60.45	106.55	62.41	81.04	60.9	36.63	36.51	37.69	98.4	80.16	30.48	90.21	77.9	103.32	15.2	38.83	14.53	47.44	56.63	118.53	135.99	32.11	103.39	20.24	92.44	70.09	32.91	15.91	40.39	62.34	55.85	23.81	0.0	63.77	39.25	42.83	40.97	115.19	40.2	84.26	53.99	81.91	86.55	114.24	40.57	77.2	137.96	94.1	71.88	84.72	61.11	54.14	65.98	156.09	58.97	87.93	23.25	75.76	45.18	117.05	122.07	42.44	36.36	25.69	94.95	49.51	22.66	21.13	90.61	39.45
37	33.91	90.17	90.68	91.43	38.6	80.25	54.55	18.74	70.29	30.55	77.22	34.32	34.67	31.36	36.21	92.64	96.53	39.71	74.36	28.06	69.81	25.95	76.91	57.09	91.47	59.73	43.23	53.98	56.75	46.14	31.04	64.21	75.7	89.67	72.1	83.02	63.77	0.0	99.51	101.82	40.58	52.21	26.55	21.15	72.31	84.21	57.13	50.76	26.84	13.47	77.75	31.58	41.91	61.05	80.68	27.71	85.82	106.9	13.7	29.39	45.45	14.49	67.78	79.13	58.87	83.88	28.17	45.56	31.3	54.86	41.73	84.86	73.5	33.91
38	68.78	188.01	9.26	68.14	83.97	120.06	100.14	117.77	66.79	75.3	63.54	76.87	133.9	108.63	63.43	90.23	70.09	137.8	39.93	77.31	44.62	77.99	56.77	155.95	156.14	46.68	141.13	58.52	113.1	90.86	70.22	50.35	39.07	88.83	59.56	16.52	39.25	99.51	0.0	4.71	66.03	148.43	78.56	120.6	57.24	84.29	105.4	150.21	73.44	112.47	167.96	127.53	94.76	101.17	59.39	82.59	61.75	177.8	96.94	119.41	62.5	109.5	51.22	135.32	158.38	66.28	71.36	54.7	130.71	64.69	61.01	25.13	102.2	68.78
39	70.39	190.78	13.01	65.57	84.58	119.05	104.25	120.22	65.59	78.44	68.17	80.28	136.04	109.68	65.63	87.97	67.25	139.71	44.37	80.38	48.96	79.63	55.17	158.5	155.78	47.29	143.81	62.43	113.04	91.03	73.03	54.56	38.15	93.53	58.3	19.39	42.83	101.82	4.71	0.0	67.16	150.08	81.6	122.96	56.0	82.37	105.18	152.41	75.47	114.63	168.98	129.28	95.16	100.69	57.49	83.88	59.48	177.57	99.78	120.86	66.05	111.38	50.56	134.81	160.64	70.98	73.75	56.61	132.9	64.66	64.15	29.73	101.12	70.39
40	7.92	130.15	58.46	53.1	19.57	66.64	74.39	59.0	32.82	36.06	71.68	42.15	71.7	42.61	16.04	60.32	58.21	74.11	55.92	35.77	53.75	14.7	37.06	96.72	95.11	20.61	83.58	46.05	51.48	29.16	27.81	51.36	35.69	93.69	32.71	50.75	40.97	40.58	66.03	67.16	0.0	83.46	35.71	60.7	32.5	51.33	45.68	88.17	16.32	51.14	101.93	63.11	31.04	44.43	41.22	16.84	46.61	115.53	45.53	53.92	39.34	46.17	27.23	76.09	96.65	78.58	20.92	15.34	69.05	16.41	31.24	59.67	52.17	7.92
